id,ano,area,posicao,co_item,question,alternatives,label,IU,description,difficulty_score,has_irt,caderno_cor
questao_157,2024,MT,157,60313,"Em uma loja de defensivos agrícolas, os preços de alguns produtos foram divulgados em um cartaz. [[placeholder]] Sabe-se que 1 litro de defensivo do Tipo A é suficiente para aplicação em 0,5 hectare, enquanto que 1 litro de defensivo do Tipo B é suficiente para aplicação em 0,4 hectare. Um agricultor precisa comprar, nessa loja, uma quantidade de litros de defensivo suficiente para aplicar em uma área de 20 hectares, além de levar uma máscara para aplicação. O valor mínimo, em real, a ser gasto pelo agricultor é","[""147,00."", ""150,00."", ""162,50."", ""165,75."", ""168,00.""]",C,True,"Descrição da figura: Cartaz em que está escrito na parte superior: “Promoção: Compre pelo menos 35 litros de defensivos do tipo A e ganhe a máscara para aplicação”; e na parte inferior: “Defensivo tipo A: 4,20 reais por litro; defensivo tipo B: 3,00 reais por litro; máscara para aplicação: 12,50 reais”.",0.807808,True,ROXA
questao_158,2024,MT,158,125993,"Uma doceira vende e entrega, em seu bairro, porções de 100 gramas de docinhos de aniversário. Atualmente, a taxa única de entrega é 10 reais, e o valor cobrado por uma porção é 25 reais. Por uma estratégia de vendas, a partir da próxima semana, a taxa única de entrega será 15 reais, e um novo valor será cobrado por uma porção, de maneira que o valor total a ser pago por um cliente na compra de 5 porções permaneça o mesmo. A partir da próxima semana, qual será o novo valor cobrado, em real, por uma porção?","[""12,50"", ""20,00"", ""24,00"", ""30,00"", ""37,50""]",C,False,,0.753439,True,ROXA
questao_159,2024,MT,159,117712,"Uma piscina tem capacidade de 2500000 litros. Seu sistema de abastecimento foi regulado para ter uma vazão constante de 6000 litros de água por minuto. O mesmo sistema foi instalado em uma segunda piscina, com capacidade de 2750000 litros, e regulado para ter uma vazão, também constante, capaz de enchê-la em um tempo 20 por cento maior que o gasto para encher a primeira piscina. A vazão do sistema de abastecimento da segunda piscina, em litro por minuto, é","[""8250"", ""7920."", ""6545."", ""5500."", ""5280.""]",D,False,,0.863487,True,ROXA
questao_160,2024,MT,160,117747,"Uma tubulação despeja sempre o mesmo volume de água por unidade de tempo em uma caixa-d’água, o que significa dizer que a vazão de água nessa tubulação é constante. Na junção dessa tubulação com a caixa-d’água, está instalada uma membrana de filtragem cujo objetivo é filtrar eventuais impurezas presentes na água, combinado a um bom fluxo de água. O fluxo (fi) de água através da superfície da membrana é diretamente proporcional à vazão de água na tubulação, medida em mililitro por segundo, e inversamente proporcional à área da superfície da membrana, medida em centímetro quadrado. A unidade de medida adequada para descrever o fluxo (fi) de água que atravessa a superfície da membrana é","[""mililitro vezes segundo vezes centímetro ao quadrado"", ""abre parêntese, fração, numerador mililitro, denominador segundo, fecha parêntese, vezes centímetro ao quadrado"", ""fração, numerador mililitro, denominador, abre parêntese, centímetro ao quadrado vezes segundo, fecha parêntese"", ""fração, numerador, abre parêntese, centímetro ao quadrado vezes segundo, fecha parêntese, denominador mililitro"", ""fração, numerador centímetro ao quadrado, denominador, abre parêntese, mililitro vezes segundo, fecha parêntese""]",C,False,,0.8562,True,ROXA
questao_161,2024,MT,161,12877,"Uma empresa produz mochilas escolares sob encomenda. Essa empresa tem um custo total de produção composto por um custo fixo, que não depende do número de mochilas, mais um custo variável, que é proporcional ao número de mochilas produzidas. O custo total cresce de forma linear, e a tabela apresenta esse custo para três quantidades de mochilas produzidas. | Quantidade de mochilas | 30 | 50 | 100 | |:--------------------------|:---------|:---------|:---------| | Custo total (R$) | 1 050,00 | 1 650,00 | 3 150,00 | O custo total, em real, para a produção de 80 mochilas será","[""2400."", ""2520."", ""2550."", ""2700."", ""2800.""]",C,False,,0.850582,True,ROXA
questao_162,2024,MT,162,14995,"A umidade relativa do ar é um dos indicadores utilizados na meteorologia para fazer previsões sobre o clima. O quadro apresenta as médias mensais, em porcentagem, da umidade relativa do ar em um período de seis meses consecutivos em uma cidade. | Meses | Maio | Jun. | Jul. | Ago. | Set. | Out. | |:-------------------------------------------|--------:|--------:|--------:|--------:|--------:|--------:| | Média mensal da umidade relativa do ar (%) | 66 | 64 | 54 | 46 | 60 | 64 | Nessa cidade, a mediana desses dados, em porcentagem, da umidade relativa do ar no período considerado foi","[""56."", ""58."", ""59."", ""60."", ""62.""]",E,False,,0.675853,True,ROXA
questao_163,2024,MT,163,117774,"Uma empresa de engenharia foi contratada para realizar um serviço no valor de 71250 reais. Os sócios da empresa decidiram que 40 por cento desse valor seria destinado ao pagamento de três engenheiros que gerenciaram o serviço. O pagamento para cada um deles será feito de forma diretamente proporcional ao total de horas trabalhadas. O número de dias e o número de horas diárias trabalhadas pelos engenheiros foram, respectivamente: •engenheiro 1: 4 dias, numa jornada de 5 horas e meia por dia; •engenheiro 2: 5 dias, numa jornada de 4 horas por dia; •engenheiro 3: 6 dias, numa jornada de 2 horas e meia por dia. Qual a maior diferença, em real, entre os valores recebidos por esse serviço entre dois desses engenheiros?","[""1000"", ""1500"", ""3500"", ""3800"", ""5250""]",C,False,,0.887856,True,ROXA
questao_164,2024,MT,164,60335,"Um hospital tem 7 médicos cardiologistas e 6 médicos neurologistas em seu quadro de funcionários. Para executar determinada atividade, a direção desse hospital formará uma equipe com 5 médicos, sendo, pelo menos, 3 cardiologistas. A expressão numérica que representa o número máximo de maneiras distintas de formar essa equipe é","[""fração, numerador 7 fatorial, denominador 4 fatorial, vezes fração, numerador 6 fatorial, denominador 4 fatorial."", ""fração, numerador 7 fatorial, denominador, 3 fatorial vezes 4 fatorial, vezes fração, numerador 6 fatorial, denominador, 2 fatorial vezes 4 fatorial."", ""fração, numerador 7 fatorial, denominador, 3 fatorial vezes 4 fatorial, mais fração, numerador 6 fatorial, denominador, 2 fatorial vezes 4 fatorial, mais fração, numerador 5 fatorial, denominador, 1 fatorial vezes 4 fatorial."", ""abre parêntese, fração, numerador 7 fatorial, denominador, 3 fatorial vezes 4 fatorial, mais fração, numerador 6 fatorial, denominador, 2 fatorial vezes 4 fatorial, fecha parêntese, vezes, abre parêntese, fração, numerador 7 fatorial, denominador, 4 fatorial vezes 3 fatorial, mais fração, numerador 6 fatorial, denominador, 1 fatorial vezes 5 fatorial, fecha parêntese, vezes, abre parêntese, fração, numerador 7 fatorial, denominador, 5 fatorial vezes 2 fatorial, mais fração, numerador 6 fatorial, denominador, zero fatorial vezes 6 fatorial, fecha parêntese."", ""abre parêntese, fração, numerador 7 fatorial, denominador, 3 fatorial vezes 4 fatorial, vezes fração, numerador 6 fatorial, denominador, 2 fatorial vezes 4 fatorial, fecha parêntese, mais, abre parêntese, fração, numerador 7 fatorial, denominador, 4 fatorial vezes 3 fatorial, vezes fração, numerador 6 fatorial, denominador, 1 fatorial vezes 5 fatorial, fecha parêntese, mais, abre parêntese, fração, numerador 7 fatorial, denominador, 5 fatorial vezes 2 fatorial, vezes fração, numerador 6 fatorial, denominador, zero fatorial vezes 6 fatorial, fecha parêntese.""]",E,False,,0.918728,True,ROXA
questao_165,2024,MT,165,49701,"Uma indústria faz uma parceria com uma distribuidora de sucos para lançar no mercado dois tipos de embalagens. Para a fabricação dessas embalagens, a indústria dispõe de folhas de alumínio retangulares, de dimensões 10 centímetros por 20 centímetros. Cada uma dessas folhas é utilizada para formar a superfície lateral da embalagem, em formato de cilindro circular reto, que posteriormente recebe fundo e tampa circulares. A figura ilustra, dependendo de qual das duas extensões será utilizada como altura, as duas opções para formar a possível embalagem. [[placeholder]] Dentre essas duas embalagens, a de maior capacidade apresentará volume, em centímetro cúbico, igual a","[""4000 vezes pi"", ""2000 vezes pi"", ""fração, numerador 4000, denominador pi"", ""fração, numerador 1000, denominador pi"", ""fração, numerador 500, denominador pi.""]",D,True,"Descrição da figura: A figura tem duas partes. A primeira, intitulada “embalagem 1”, apresenta um retângulo de lados medindo 20 centímetros e 10 centímetros, e um cilindro de altura medindo 20 centímetros. A segunda, intitulada “embalagem 2”, apresenta um retângulo de lados medindo 10 centímetros e 20 centímetros, e um cilindro de altura medindo 10 centímetros.",0.874203,True,ROXA
questao_166,2024,MT,166,141579,"As receitas anuais obtidas por uma indústria no período de 2014 a 2021, em milhão de reais, foram registradas, por pontos, em um gráfico. Nele, também está representada a reta que descreve a tendência de evolução das receitas. Essa reta pode ser utilizada para estimar as receitas dos anos seguintes. [[placeholder]] A estimativa da receita, em milhão de reais, dessa indústria, para o ano de 2026, obtida a partir dessa reta de tendência, é","[""7."", ""8."", ""9."", ""10."", ""11.""]",B,True,"Descrição do gráfico: Gráfico cartesiano sobre malha quadriculada, mostra a seguinte configuração: o eixo horizontal apresenta os anos de 2014 a 2021; o eixo vertical apresenta a receita anual, em milhão de reais, de zero a 7. As receitas associadas aos anos de 2014 a 2021 são representadas por pontos que aparecem próximos à reta de tendência. Essa reta passa por (2014 ; 4), (2017 ; 5); (2020 ; 6).",0.810192,True,ROXA
questao_167,2024,MT,167,84423,"Uma empresa tem 400 funcionários, distribuídos em três setores: administrativo, logística e produção. O gráfico apresenta a distribuição quantitativa desses funcionários, por setor e por faixa etária. [[placeholder]] Uma viagem de férias será sorteada entre esses funcionários, de forma que todos terão igual probabilidade de serem sorteados. A maior probabilidade é que o funcionário sorteado esteja na faixa etária","[""entre 25 e 45 anos, pois é a faixa etária com maior quantidade de funcionários."", ""B entre 25 e 45 anos, pois é a única faixa etária cujas porcentagens são maiores do que as porcentagens mínimas de cada setor."", ""até 25 anos, pois é a única faixa etária cujos percentuais associados aos setores aumentam com o aumento da quantidade de funcionários por setor."", ""até 25 anos, pois é a faixa etária que apresenta maior quantidade de funcionários no setor de produção, que é o setor que emprega metade dos funcionários dessa empresa."", ""a partir de 45 anos, pois a soma das porcentagens associadas a essa faixa etária é 110 por cento, que é maior do que as respectivas somas associadas às outras faixas etárias, que são 105 por cento e 85 por cento.""]",A,True,"Descrição do gráfico: Gráfico de colunas, que representa a quantidade de funcionários que trabalham nos setores administrativo, logística e produção, e indica a porcentagem desses funcionários, por faixa etária, em cada um desses setores. O setor administrativo tem 80 funcionários, sendo 20 por cento com idades até 25 anos, 30 por cento com idades entre 25 e 45 anos, e 50 por cento com idades a partir de 45 anos. O setor logística tem 120 funcionários, sendo 25 por  cento com idades até 25 anos, 40 por cento com idades entre 25 e 45 anos, e 35 por cento com idades a partir de 45 anos. O setor produção tem 200 funcionários, sendo 40 por cento com idades até 25 anos, 35 por cento com idades entre 25 e 45 anos, e 25 por cento com idades a partir de 45 anos.",0.813215,True,ROXA
questao_168,2024,MT,168,125996,"Na construção de uma varanda retangular, com 5 metros de largura e 6 metros de comprimento, decidiu-se usar dois tipos de pedras para revestir o piso. Uma das pedras é quadrada, com 1 metro de lado, e a outra é retangular, com 0,25 metro de largura e 0,50 metro de comprimento. Serão utilizadas 10 pedras quadradas para decorar parte do piso, e o restante da área será revestida com pedras retangulares. A pedra do tipo retangular é vendida somente em caixas de 30 unidades. Quantas caixas da pedra retangular deverão ser compradas?","[""4"", ""5"", ""6"", ""8"", ""11""]",C,False,,0.836175,True,ROXA
